Ticket_ID,Date,Equipment_Type,Location,Downtime_Hours,Failure_Type
22922,2024-05-21,Transformer,Plant C,2,Mechanical Failure
22923,2024-04-03,Generator,Plant B,17,Mechanical Failure
22924,2024-05-31,Generator,Plant A,9,Short Circuit
22925,2024-09-09,Generator,Plant A,18,Electrical Fault
22926,2024-03-07,Generator,Plant B,20,Electrical Fault
22927,2024-06-24,Motor,Plant C,9,Mechanical Failure
22928,2024-04-12,Compressor,Plant B,11,Mechanical Failure
22929,2024-03-31,Motor,Plant A,17,Electrical Fault
22930,2024-07-11,Transformer,Plant C,14,Short Circuit
22931,2024-06-14,Motor,Plant B,18,Overheating
22932,2024-03-30,Transformer,Plant C,18,Mechanical Failure
22933,2024-11-21,Panel,Plant C,12,Overheating
22934,2024-11-10,Transformer,Plant A,18,Mechanical Failure
22935,2024-09-24,Motor,Plant C,8,Electrical Fault
22936,2024-02-20,Motor,Plant B,8,Short Circuit
22937,2024-06-14,Transformer,Plant C,8,Mechanical Failure
22938,2024-06-22,Motor,Plant C,20,Overheating
22939,2024-08-14,Transformer,Plant B,15,Electrical Fault
22940,2024-09-22,Generator,Plant A,8,Mechanical Failure
22941,2024-01-09,Compressor,Plant A,14,Short Circuit
22942,2024-03-27,Transformer,Plant B,13,Mechanical Failure
22943,2024-04-03,Generator,Plant C,23,Short Circuit
22944,2024-02-21,Generator,Plant B,8,Short Circuit
22945,2024-06-27,Generator,Plant B,17,Electrical Fault
22946,2024-10-04,Generator,Plant B,19,Mechanical Failure
22947,2024-08-26,Transformer,Plant A,6,Short Circuit
22948,2024-03-13,Motor,Plant C,17,Electrical Fault
22949,2024-12-04,Generator,Plant B,4,Mechanical Failure
22950,2024-03-12,Panel,Plant A,7,Short Circuit
22951,2024-03-08,Generator,Plant A,17,Electrical Fault
22952,2024-01-05,Motor,Plant C,22,Mechanical Failure
22953,2024-12-04,Motor,Plant B,22,Short Circuit
22954,2024-08-25,Compressor,Plant C,18,Electrical Fault
22955,2024-04-30,Compressor,Plant B,6,Electrical Fault
22956,2024-07-29,Generator,Plant A,10,Mechanical Failure
22957,2024-09-18,Generator,Plant A,18,Electrical Fault
22958,2024-11-20,Compressor,Plant C,7,Mechanical Failure
22959,2024-02-27,Generator,Plant B,14,Mechanical Failure
22960,2024-02-12,Panel,Plant C,22,Short Circuit
22961,2024-07-15,Transformer,Plant B,14,Mechanical Failure
22962,2024-03-12,Compressor,Plant C,10,Electrical Fault
22963,2024-03-31,Compressor,Plant A,22,Mechanical Failure
22964,2024-02-06,Motor,Plant C,9,Short Circuit
22965,2024-11-09,Generator,Plant B,10,Electrical Fault
22966,2024-08-24,Compressor,Plant C,2,Short Circuit
22967,2024-10-19,Compressor,Plant B,3,Overheating
22968,2024-06-02,Panel,Plant C,16,Short Circuit
22969,2024-06-18,Generator,Plant B,10,Overheating
22970,2024-09-28,Transformer,Plant B,23,Overheating
22971,2024-04-19,Panel,Plant B,11,Mechanical Failure
22972,2024-05-30,Transformer,Plant C,10,Electrical Fault
22973,2024-05-10,Motor,Plant C,12,Mechanical Failure
22974,2024-09-24,Compressor,Plant A,14,Electrical Fault
22975,2024-01-23,Panel,Plant B,9,Short Circuit
22976,2024-05-18,Transformer,Plant A,13,Overheating
22977,2024-11-03,Generator,Plant A,6,Overheating
22978,2024-08-26,Motor,Plant B,11,Overheating
22979,2024-07-10,Motor,Plant A,1,Short Circuit
22980,2024-05-06,Compressor,Plant C,15,Short Circuit
22981,2024-01-29,Compressor,Plant A,7,Mechanical Failure
22982,2024-04-30,Transformer,Plant C,11,Mechanical Failure
22983,2024-07-16,Transformer,Plant B,17,Electrical Fault
22984,2024-06-22,Motor,Plant B,5,Electrical Fault
22985,2024-05-23,Transformer,Plant B,9,Overheating
22986,2024-06-27,Compressor,Plant A,16,Short Circuit
22987,2024-12-22,Motor,Plant B,11,Short Circuit
22988,2024-01-11,Motor,Plant B,17,Mechanical Failure
22989,2024-05-18,Generator,Plant C,6,Mechanical Failure
22990,2024-09-09,Generator,Plant A,15,Electrical Fault
22991,2024-12-10,Transformer,Plant A,3,Electrical Fault
22992,2024-11-09,Transformer,Plant B,9,Mechanical Failure
22993,2024-01-19,Compressor,Plant A,12,Mechanical Failure
22994,2024-06-08,Compressor,Plant B,19,Short Circuit
22995,2024-11-01,Generator,Plant C,18,Electrical Fault
22996,2024-05-01,Motor,Plant A,16,Mechanical Failure
22997,2024-03-12,Panel,Plant A,8,Mechanical Failure
22998,2024-02-24,Panel,Plant C,19,Overheating
22999,2024-06-17,Transformer,Plant A,5,Mechanical Failure
23000,2024-04-08,Panel,Plant B,12,Mechanical Failure
